English,Russian,Armenian,French
Psychopomp,Психопомп,Psychopomp,Psychopompe
Presentation,Презентация,Ներկայացում,Présentation
Preface,Предисловие,Նախաբան,Préface
Presumption,Презумпция,Ենթադրում,Présomption
Paraphrase,Парафраз,Վերափոխում,Paraphrase
Phenomenon,Феномен,Երևույթ,Phénomène
Poignancy,острота,Կտրուկություն,Caractère poignant
Prep,Подготовка,Նախապատրաստ,Préparation
Pinnacle,Пиннакл,Գագաթնակետ,Sommet
Prey,Добыча,Որս,Proie
Pigment,пигмент,Պիգմենտ,Pigment
Pig,свинья,Խոզ,Porc
Purity,Чистота,Մաքրություն,Pureté
Pointer,Указатель,Ցուցիչ,Aiguille
Quinsy,ангина,Քվինսի,Quinzy
Quick,Быстрый,Արագ,Vite-fait
Qintar,Кинтар,Քինթար,Qintar
Quoter,Цитата,Մեջբերող,Citation
Quintet,Квинтет,Հնգյակ,Quintette
Quarterback,защитник,Քառորդ պաշտպան,Stratège
Quiz,Контрольный опрос,Վիկտորինա,Questionnaire
Quizmaster,викторина,Վիկտորինայի վարպետ,Animateur
Quartet,Квартет,Քառյակ,Quatuor
Quote,Цитировать,Մեջբերում,Devis
Querist,Опрашивающий,Հարցուփորձագետ,Demandeur
Quivering,трепещущий,Սարսուռ,frémissant
Queasiness,тошнота,Անհանգստություն,Malaise
Quirk,Галтель,Տարօրինակություն,Bizarrerie
Quartz,Кварц,Քվարց,Quartz
Quicksand,зыбучие пески,Արագ ավազ,Sables mouvants
Quaintisiness,причудливость,Քվոտություն,Bizarrerie
Quaver,Дрожь,Քարաձող,Croche
Qualm,Куалм,Քալմ,Scrupule
Quotation,Цитата,Մեջբերում,Devis
Quadrangle,Четырехугольник,Քառանկյուն,Quadrilatère
Quillet,Квилле,Քվիլեթ,Quillet
Quantum,квант,Քվանտ,Quantum
Quota,квота,Քվոտա,Quota
Quadric,Квадрик,Քառակուսի,Quadrique
Quoits,Метание колец в цель,Քվոտաներ,Quoits
Quod,Quod,Quod,Quod
Question,Вопрос,Հարց,Question
Quisling,Квислинг,Քվիսլինգ,Collaborateur
Quickness,Быстрота,Արագություն,Rapidité
Quidnunc,Квиднунк,Քվիդնունց,Quidnunc
Quickie,Быстрый секс,Արագ,Coup rapide
Quaker,квакер,Քվակեր,quaker
Quadcopter,Квадрокоптер,Quadcopter,Quadricoptère
Quarry,Карьер,Քարհանք,Carrière
Quintuplet,Пятерка,Հնգյակ,Quintuplé
Quaff,Квафф,Quaff,Boire
Quackery,Шарлатанство,Քարոզություն,Charlatanisme
Quotability,Цитируемость,Գնահատելիություն,Citation
Qadi,Кади,Քադի,Qadi
Quizzer,Викторина,Վիկտորինա,Quizz
Quadruped,Четвероногий,Չորսոտանի,Quadrupède
Quart,Кварта,Կվարտ,Litre
Quad,Четырехместный,Քառյակ,Quadruple
Quicksilver,Ртуть,Quicksilver,Mercure
Quintessence,квинтэссенция,Quintessence,Quintessence
Quickstep,Быстрый шаг,Quickstep,Étape rapide
Quilt,Одеяло,Վերմակ,Édredon
Quran,Коран,Ղուրան,Coran
Qiblah,Кибла,Քիբլա,Qibla
Quietude,Тишина,Հանգիստ,Quiétude
Quadrant,Квадрант,Քառակուսի,Quadrant
Quill,перо,Քվիլ,Penne
Quiddity,Сувениры,Անկեղծություն,Quiddité
Quantity,Количество,Քանակ,Quantité
Quest,Квест,Քվեստ,Quête
Qualification,Квалификация,Որակավորում,Qualification
Quintain,Квинтен,Քվինթեն,Quintain
Quaffer,Кваффер,Quaffer,Quaffer
Quetzal,Кецаль,Քեցալ,Quetzal
Qualifier,Квалификатор,Որակավորող,Qualificatif
Quidditch,квиддич,Քվիդիչ,Quidditch
Quartermaster,квартирмейстер,Քառավարպետ,Intendant
Quid,квитанция,Քուիդ,Chique
Quaintise,Причудливый,Քվայնթիս,Quaintiser
Quinoa,Лебеда,Քինոա,quinoa
Quibble,придираться,Քուբլ,Ergoter
Quince,Айва,սերկեւիլ,Coing
Quorum,Кворум,Քվորում,Quorum
Quarrymen,карьерщики,Քարագործներ,Carrières
Quiet,Тихо,Հանգիստ,Silencieux
Query,Запрос,Հարցում,Requete
Quinine,Хинин,Քվինին,Quinine
Quarterdeck,квартердек,Քառատախտակ,Plage arrière
Queerness,Странность,Տարօրինակություն,Étrangeté
Quarreler,Ссора,Վիճաբան,Querelleur
Quarrel,Ссориться,Վիճաբանություն,Querelle
Quarterfinal,Четвертьфинал,Քառորդ եզրափակիչ,Quart de finale
Quatercentenary,400 лет,Չորրորդդարյա,Quatrième centenaire
Queenhood,королевство,Թագուհիություն,Reine
Quacksalver,Шарлатан,Քառակեր,Charlatan
Quadriceps,Квадрицепс,Quadriceps,Quadriceps
Quake,Землетрясение,Երկրաշարժ,tremblement de terre
Quitter,Квиттер,Հրաժարվող,Quitter
Quotient,частное,Քաղակից,Quotient
Quiver,Колчан,Քարակ,Trembler
Queen,Королева,թագուհի,Reine
Quixotism,донкихотство,Կիխոտիզմ,Donquichottisme
Quibbler,придира,Քուբլեր,Chicaneur
Quislingism,квислингизм,Քվիսլինգիզմ,quislingisme
Quack,Крякать,Քուակ,Charlatan
Queue,Очередь,Հերթ,File d'attente
Questioner,Спрашивающий,Հարց տվող,Questionneur
Quester,Квестер,Quester,Quester
Quiescence,Покой,Հանդարտություն,Tranquillité
Quail,Перепел,Լոր,Caille
Quatrain,Четверостишие,Քառյակ,Quatrain
Quantification,Количественная оценка,Քանակականացում,Quantification
Quietness,Тишина,Լռություն,Calme
Quip,шутка,Հեգնել,Quolibet
Quarter,Четверть,քառորդ,Trimestre
Quirkiness,причудливость,Տարօրինակություն,Bizarrerie
Quark,кварк,Քվարկ,Quark
Quagmire,Куагмайр,Ճահիճ,Bourbier
Quern,Керн,Քուերն,Moulin à bras
Quoit,Выйти,Քուիտ,Palet
Quirt,Квирт,Քուիրտ,Cravacher
Quarantine,Карантин,Կարանտին,Quarantaine
Quire,запрос,Quire,Cahier
Quadrille,Кадриль,Քվադրիլ,Quadrille
Questioning,Допрос,Հարցադրում,Interrogatoire
Quintuplets,Пятерняшки,Հնգյակներ,Quintuplés
Quarrelsomeness,сварливость,Վիճաբանություն,Querelles
Quiche,Киш,Քիշե,Quiche
Questionaire,Анкета,Հարցաթերթիկ,Questionnaire
Quay,Набережная,Նավահանգիստ,Quai
Querier,Запрос,Հարցում,Querier
Quality,Качество,Որակ,Qualité
Questionnaire,Анкета,Հարցաթերթիկ,Questionnaire
Quandary,затруднительное положение,Դժբախտություն,Dilemme
Race,Гонка,Մրցավազք,Course
Restitution,Реституция,Փոխհատուցում,Restitution
Receipt,Квитанция,Անդորրագիր,Le reçu
Restraint,Сдержанность,Զսպվածություն,Retenue
Reconciliation,Примирение,Հաշտեցում,Réconciliation
Ratification,Ратификация,Վավերացում,Ratification
Radio,Радио,Ռադիո,Radio
Relationship,Отношение,Հարաբերություններ,Relation amoureuse
Rator,Ратор,Ռատոր,Rateur
Response,Ответ,Պատասխան,Réponse
Reevaluation,Переоценка,Վերագնահատում,Réévaluation
Random,Случайный,Պատահական,Aléatoire
Revelry,Разгул,Հաճույք,Festivités
Rancor,Злоба,Զայրույթ,Rancune
Ramp,Рампа,Թեքահարթակ,Rampe
Reason,Причина,Պատճառ,Raison
Rag,тряпка,Լաթ,Chiffon
Recidivism,рецидивизм,կրկնահանցագործություն,Récidive
Rain-maker,Создатель дождя,Անձրև ստեղծող,Faiseur de pluie
Recalcitrant,непокорный,Անհնազանդ,Récalcitrant
Reverence,благоговение,ակնածանք,Révérence
Recipe,Рецепт блюда,Բաղադրատոմսը,Recette
Rabbit,Кролик,Նապաստակ,Lapin
Reach,Достигать,Հասնել,Atteindre
Rarity,редкость,Հազվադեպություն,Rareté
Relief,Рельеф,Ռելիեֆ,Le soulagement
Rape,Изнасилование,Բռնաբարություն,Râpé
Receiver,Приемник,Ընդունիչ,Receveur
Romeo,Ромео,Ռոմեո,Roméo
Ratio,Соотношение,Հարաբերակցություն,Rapport
Rancho,Ранчо,Ռանչո,ranch
Request,Запрос,Հայց,Demander
Reprobate,Нечестивец,Անդամ,Réprouver
Rejoinder,Ответ,Հակադարձ,Réplique
Residence,Резиденция,Բնակավայր,Résidence
Railroad,Железная дорога,Երկաթուղի,Chemin de fer
Requirement,Требование,Պահանջ,Exigence
Rejuvenation,Омоложение,Երիտասարդացում,Rajeunissement
Regimen,режим,Ռեժիմ,Régime
Raillery,Райлери,Ռելերիա,Railerie
Rice,Рис,Բրինձ,Riz
Restoration,Реставрация,Վերականգնում,Restauration
Rain,Дождь,Անձրև,Pluie
Recruiter,Рекрутер,Հավաքագրող,Recruteur
Radioactivity,Радиоактивность,Ռադիոակտիվություն,Radioactivité
Ranch,Ранчо,Ranch,Ranch
Riddle,Загадка,Հանելուկ,Cribler
Reciprocal,взаимный,Փոխադարձ,Réciproque
Radiocarbon,Радиоуглерод,Ռադիոածխածին,Radiocarbone
Randomization,Рандомизация,Պատահականացում,Randomisation
Repast,Трапеза,Repast,Repas
Result,Результат,Արդյունք,Résultat
Regulation,Регулирование,Կանոնակարգ,Régulation
Radioclast,Радиокласт,Ռադիոկլաստ,Radioclaste
Racket,ракетка,Ռակետ,Raquette
Reform,Реформа,Բարեփոխում,Réforme
Rainfall,Осадки,Անձրև,Précipitations
Radiochlorine,Радиохлор,Ռադիոքլոր,Radiochlore
Railhead,Железнодорожная станция,Railhead,tête de ligne
Recourse,обращение,Դիմում,Recours
Relaxation,Расслабление,Թուլացում,Relaxation
Reunion,Воссоединение,Վերամիավորում,Réunion
Rhapsody,Рапсодия,Ռապսոդիա,Rhapsodie
Recuperation,Восстановление,Վերականգնում,Récupération
Radiator,Радиатор,Ռադիատոր,Radiateur
Ransom,выкуп,Փրկագին,Une rançon
Research,Исследовать,Հետազոտություն,Rechercher
Resource,Ресурс,Ռեսուրս,Ressource
Razor,Бритва,Ածելի,Rasoir
Ram,ОЗУ,Խոյ,RAM
Review,Рассмотрение,Վերանայում,Passer en revue
Relocation,Переезд,Տեղափոխում,Déménagement
Rail,Железная дорога,Երկաթուղային,Rail
Remembrance,Воспоминание,Հիշատակություն,Souvenir
Rampart,Вал,պարսպապատ,Rempart
Reaction,реакция,Արձագանք,Réaction
Rent,Арендная плата,Վարձակալություն,Louer
Renewal,Обновление,Թարմացում,Renouvellement
Romance,Романтика,Ռոմանտիկա,Romance
Rack,Стойка,Դարակ,Étagère
Raft,Плот,Լաստանավ,Radeau
Robe,Халат,խալաթ,Peignoir
Rat,Крыса,Առնետ,Rat
Revision,Редакция,Վերանայման,Révision
Raid,Рейд,Ռեյդ,Raid
Run,Бег,Վազիր,Cours
Radiance,Сияние,Պայծառություն,Éclat
Repugnance,Отвращение,Զզվելիություն,Répugnance
Retailer,розничный продавец,Մանրածախ վաճառող,Détaillant
Rank,Классифицировать,Աստիճան,Rang
Rabbi,Раввин,Ռաբբի,Rabbin
Raisin,Изюм,Չամիչ,Raisin
Ruler,Правитель,Քանոն,Règle
Reminiscence,Воспоминание,Հիշողություն,Réminiscence
Rampage,Буйство,Կատաղություն,Carnage
Rise,Подъем,Բարձրանալ,Monter
Rose,Роза,Վարդ,Rose
Rationalist,Рационалист,Ռացիոնալիստ,Rationaliste
Rope,Веревка,Պարան,Corde
Rest,Отдых,Հանգիստ,Du repos
Rainbow,Радуга,Ծիածան,Arc-en-ciel
Racketeer,Рэкетир,Ռեկետեր,Racketteur
Ration,Рацион,Ռացիոն,Ration
Raconteur,Рассказчик,Raconteur,Conteur
Removal,Удаление,Հեռացում,Suppression
Radicalism,Радикализм,Ռադիկալիզմ,Radicalisme
Rectitude,прямота,Ուղղափառություն,Rectitude
Rationale,Обоснование,Հիմնավորումը,Raisonnement
Repairman,Ремонтник,Վերանորոգող,Dépanneur
Radiopasteurization,Радиопастеризация,Ռադիոպաստերիզացիա,Radiopasteurisation
Restaurant,Ресторан,Ռեստորան,Le restaurant
Recollection,воспоминание,Հիշողություն,Souvenir
Reimbursement,Возмещение,Փոխհատուցում,Remboursement
Rancher,владелец ранчо,Անասնապահ,Propriétaire de ranch
Repeal,Отменить,Չեղյալ համարել,Abrogation
Release,Выпускать,Ազատ արձակել,Libérer
Responsibility,Обязанность,Պատասխանատվություն,Responsabilité
Romanticism,Романтизм,Ռոմանտիզմ,le romantisme
Razorback,Разорбек,Ածելի մեջք,Razorback
Recording,Запись,Ձայնագրությունը,Enregistrement
Region,Область,Տարածաշրջան,Région
Realist,Реалист,Ռեալիստ,Réaliste
Romantic,Романтический,Ռոմանտիկ,Romantique
Renovation,Ремонт,Վերանորոգում,Rénovation
Rabble,сброд,Ռաբլ,Populace
Rebuttal,Опровержение,Հերքում,Réfutation
Refusal,Отказ,Մերժում,Refus
Range,Спектр,Շրջանակ,Intervalle
Reception,Прием,Ընդունելություն,Réception
Rasp,Рашпиль,Ռասպ,Râpe
Revulsion,Отвращение,Զզվելիություն,Dégoût
Robber,Разбойник,Գող,Voleur
Route,Маршрут,Երթուղի,Itinéraire
Rooter,Рутер,Արմատավոր,Racine
Rate,Ставка,Գնահատել,Fréquence
Rattail,Крысиный хвост,Rattail,Queue de rat
Reflection,Отражение,Արտացոլում,Réflexion
Rattlesnake,гремучая змея,Ժողովրդական օձ,Serpent à sonnette
Rookie,Новобранец,Նորեկ,Débutant
Remnant,Остаток,Մնացորդ,Reste
Raise,Поднимать,Բարձրացնել,Augmenter
Rapport,Раппорт,Հարաբերակցություն,Rapport
Racetrack,Ипподром,Ձիարշավուղի,Piste de course
Rectangle,Прямоугольник,Ուղղանկյուն,Rectangle
Rebel,Бунтарь,Ապստամբ,Rebelle
Reader,Читатель,Ընթերցող,Lecteur
Recommendation,Рекомендация,Հանձնարարական,Recommandation
Reluctance,Нежелание,Դժկամություն,Réluctance
Road,Дорога,Ճանապարհ,Route
Railway,Железнодорожный,Երկաթուղի,Chemin de fer
Rainstorm,Ливень,Անձրև,Pluie torrentielle
Rapier,Рапира,Ռապիեր,Rapière
Rawhide,Сыромятная кожа,Հում կաշի,Cuir brut
Resumption,Возобновление,Վերսկսում,Reprise
Rumor,слух,Ասեկոսե,Rumeur
Radiation,Радиация,Ճառագայթում,Radiation
Radiography,Рентгенография,Ռադիոգրաֆիա,Radiographie
Rod,Стержень,Ձող,Tige
Rattle,погремушка,Չխկչխկացնել,Hochet
Remorse,Раскаяние,Զղջում,Remords
Rationality,Рациональность,Ռացիոնալություն,Rationalité
Radish,Редька,Բողկ,Un radis
Representation,Представление,Ներկայացուցչություն,Représentation
Rodomontade,Родомонтада,Ռոդոմոնտադ,Rodomontade
Repetition,Повторение,Կրկնություն,Répétition
Reality,реальность,Իրականություն,Réalité
Reward,Вознаграждение,Պարգեւատրում,Récompense
Record,Записывать,Գրառում,Record
Rattler,Раттлер,Ռատլեր,Crotale
Reconnaissance,Разведка,Հետախուզություն,Reconnaissance
Ray,Рэй,Ռեյ,Rayon
Repartee,остроумие,Հանձնակատար,Repartie
Rancidity,прогорклость,Թշվառություն,Rancissement
Rapprochement,Сближение,Մերձեցում,Rapprochement
Roommate,Сосед по комнате,Սենյակակից,Colocataire
Rally,Ралли,Հանրահավաք,Se rallier
Rascal,негодяй,Սաստիկ,Coquin
Regatta,Регата,Ռեգատա,Régate
Rug,Коврик,Գորգ,Couverture
Radical,Радикальный,Արմատական,Radical
Rogue,Негодяй,Սրիկա,Voyou
Reference,Справка,Հղում,Référence
Radar,Радар,Ռադար,Radar
Report,Отчет,Հաշվետվություն,Rapport
Rap,Рэп,Ռեփ,Rap
Radii,Радиусы,Շառավիղներ,Rayons
Radiant,Сияющий,Պայծառ,Radiant
Reliever,Рельевер,հանգստացնող միջոց,Releveur
Ramification,Разветвление,Շրջապատում,Ramification
Recruitment,Прием на работу,Հավաքագրում,Recrutement
Regulator,Регулятор,Կարգավորող,Régulateur
Reliability,Надежность,Հուսալիություն,Fiabilité
Rage,Ярость,Զայրույթ,Rage
Room,Номер,Սենյակ,Chambre
Radiosterilization,Радиостерилизация,Ռադիոստերիլիզացիա,Radiostérilisation
Rapture,Восторг,Հափշտակություն,Ravissement
Runner,бегун,Վազող,Coureur
Rejection,Отказ,Մերժում,Rejet
Radiomen,Радисты,Ռադիոմեներ,Radiomen
Reverie,Мечтательность,Հանդարտություն,Rêverie
Reputation,Репутация,Հեղինակություն,Réputation
Rationalism,Рационализм,Ռացիոնալիզմ,Rationalisme
Religion,Религия,Կրոն,Religion
Rajah,Раджа,Ռաջա,Rajah
Railroader,Железнодорожник,Երկաթուղային,Cheminot
Rationalization,Рационализация,Ռացիոնալացում,Rationalisation
Respect,Уважать,Հարգանք,Respect
Resemblance,Сходство,Նմանություն,Ressemblance
Relic,Реликвия,Մասունք,Relique
Rake,Грабли,Փոցխ,Râteau
Renegade,Ренегат,Ուրացող,Renégat
Roll,Рулон,Roll,Rouler
Rapidity,Быстрота,Արագություն,Rapidité
Realization,Реализация,Իրականացում,La concrétisation
Recreant,Отступник,Recreant,Lâche
Raiser,Райзер,Բարձրացնող,Éleveur
Right,Правильно,Ճիշտ,Droit
Ritual,Ритуал,Ծիսական,Rituel
Swath,полоса,Swath,Andain
Sunburn,Солнечный ожог,Արևայրուք,Coup de soleil
Surface,Поверхность,Մակերեւույթ,Surface
Sill,подоконник,Սիլլ,Seuil
Sladang,Сладанг,Սլադանգ,Sladang
Shower,Душ,Ցնցուղ,Douche
Stem,Корень,Ցողուն,Tige
Staccato,Стаккато,Staccato,Staccato
Syrup,Сироп,Սիրոպ,Sirop
Sitter,Няня,նստող,Modèle
Squash,Давить,Դդմիկ,Écraser
Synonymy,Синонимия,Հոմանիշ,Synonymie
Scripture,Писание,Սուրբ գրություն,Écriture
Seed,Семя,Սերմ,Graine
Strychnine,Стрихнин,Ստրիխնին,Strychnine
Sip,Глоток,Կումպ,Siroter
Snowstorm,Метель,Ձնաբուք,Tempête de neige
Stool,Табурет,Աթոռակ,Tabouret
Saloon,Салон,Սալոն,Salon
Soul,Душа,Հոգի,Âme
Siesta,Сиеста,Սիեստա,Sieste
Sequestration,Секвестрация,Սեկվեստր,Séquestration
Slip,Соскальзывать,Սայթաքել,Glisser
Solicitude,забота,Խնամակալություն,Sollicitude
Skepticism,Скептицизм,Թերահավատություն,Scepticisme
Straightaway,Сразу,Անմիջապես,Tout de suite
Sawmill,Лесопилка,Սղոցարան,Scierie
Station,Станция,Կայան,Station
Squadron,эскадрилья,Ջոկատ,Escadron
Salamander,Саламандра,Սալամանդր,Salamandre
Salesman,продавец,Վաճառող,Vendeur
Scorn,Презрение,Արհամարհանք,Mépris
Schemata,Схемы,Սխեմաներ,Schémas
Syllable,Слог,Վանկ,Syllabe
Sleek,Гладкий,Նրբագեղ,Lisse
Swearinge,присяга,Հայհոյանք,Jurer
Senior,Старший,Ավագ,Senior
Scan,Сканировать,Սկանավորել,Analyse
Slick,ловкий,Սլաք,Nappe
Scare,Напугать,Վախեցնել,Effrayer
Shepherd,Пасти,Հովիվ,Berger
Saline,физиологический раствор,Աղի լուծույթ,Saline
Special,Специальный,Հատուկ,Spécial
Surrender,Сдаваться,Հանձնվել,Abandon
Source,Источник,Աղբյուր,Source
Side,Боковая сторона,Կողք,Côté
Shewe,Шве,Շվե,Elle nous
Sesame,кунжут,Քունջութ,Sésame
Screen,Экран,Էկրան,Filtrer
Sand,Песок,Ավազ,Sable
Storehouse,Склад,Պահեստ,Entrepôt
Soprano,Сопрано,Սոպրանո,Soprano
Shareholder,Акционер,Բաժնետեր,Actionnaire
Showdown,Вскрытие,Showdown,Épreuve de force
Statute,Статут,Կանոնադրություն,Loi
Shade,Оттенок,Ստվեր,Ombre
Site,Сайт,Կայք,Site
Solo,Соло,Սոլո,Solo
Summation,Суммирование,Գումարում,Addition
Sheaf,Пучок,Շեյֆ,Gerbe
Secretary,Секретарь,քարտուղար,secrétaire
Sentinel,Страж,Սենտինել,Sentinelle
Stigmata,Стигматы,Խարան,Stigmates
Seeker,Искатель,Փնտրող,Chercheur
Softener,Смягчитель,Փափկեցնող միջոց,Adoucissant
Satellite,спутниковое,Արբանյակային,Satellite
Stoppage,Остановка,Դադարեցում,Arrêt
Scientist,Ученый,Գիտնական,Scientifique
Socialist,Социалистический,սոցիալիստ,Socialiste
Sworde,Меч,Սուր,Épée
Sludge,Осадок,տիղմ,Boue
Snare,ловушка,Ծուղակ,Piège
Steer,Рулить,Ղեկավարել,Diriger
Scribe,Писец,Գրագիր,Scribe
Schedule,График,Ժամանակացույց,Programme
Seepage,просачивание,Թափում,Suintement
Spade,лопата,Բահ,Bêche
Stockade,Частокол,Պահեստամաս,Palissade
Selfishness,Эгоизм,Եսասիրություն,Égoïsme
Scratch,Царапать,Քորում,Gratter
Shish,Шиш,Շիշ,Chiche
Sponsor,Спонсор,Հովանավոր,Parrainer
Socialism,Социализм,Սոցիալիզմ,Socialisme
Shear,сдвиг,Կտրել,Tondre
Savior,Спаситель,Փրկիչ,Sauveur
Spoonful,ложка,Գդալով,Cuillerée
Springboard,Трамплин,Ցատկահարթակ,Tremplin
Schoolmaster,школьный учитель,Դպրոցավար,Instituteur
Skull,Череп,Գանգ,Le crâne
Seal,Тюлень,Կնիք,Sceller
Symposium,Симпозиум,Սիմպոզիում,Symposium
Stupor,Ступор,Անխելքություն,Stupeur
Slack,Слабый,Անփութություն,Mou
Septa,Септы,Septa,Septa
Summit,Саммит,Գագաթնաժողով,Sommet
Sedative,Успокоительное,Հանգստացնող,Sédatif
Search,Поиск,Որոնում,Chercher
Security,Безопасность,Անվտանգություն,Sécurité
Stairway,Лестница,Սանդուղք,Escalier
Stable,Стабильный,Կայուն,Écurie
Snowball,Снежный шар,Ձնագնդի,Boule de neige
Streamliner,Стримлайнер,Կատարելագործող,Streamliner
Storyteller,Рассказчик,հեքիաթասաց,Conteur
Scoreboard,Табло,Ցուցատախտակ,Tableau de bord
Surprise,Сюрприз,Անակնկալ,Surprendre
Summarization,Подведение итогов,Ամփոփում,Récapitulation
Shipwreck,Кораблекрушение,Նավաբեկություն,Naufrage
Sergeant,Сержант,սերժանտ,Sergent
Self-Discipline,Самодисциплина,Ինքնակարգապահություն,Autodiscipline
Storyline,Сюжетная линия,Սյուժե,Scénario
Superlative,Превосходная степень,Գերազանց,Superlatif
Substrate,Субстрат,Ենթաշերտ,Substrat
Squire,Сквайр,Squire,Écuyer
Solvent,Растворитель,Լուծիչ,Solvant
Serum,Сыворотка,Շիճուկ,Sérum
Semitrance,полутранс,Կիսավարտություն,Semitrance
Shrapnel,шрапнель,Բեկորներ,Shrapnel
Scout,Разведчик,Սկաուտ,Scout
Symbol,Условное обозначение,Խորհրդանիշ,Symbole
Spacecraft,Космический корабль,Տիեզերանավ,Vaisseau spatial
Substitution,Замена,Փոխարինում,Substitution
Scrap,Лом,Գրություն,Ferraille
Sarcasm,Сарказм,Սարկազմ,Sarcasme
Sequence,Последовательность,Հերթականություն,Séquence
Spinnability,Прядимость,Մանումունակություն,Spinnabilité
Statesman,государственный деятель,Պետական գործիչ,Homme d'État
Sonogram,Сонограмма,Սոնոգրաֆիա,Échographie
Squall,Шквал,Սկավալ,Bourrasque
Supernatural,Сверхъестественное,Գերբնական,Surnaturel
Sublime,возвышенный,Վսեմ,Sublime
Society,Общество,Հասարակություն,Société
Slide,Горка,Սլայդ,Faire glisser
Spice,специи,Համեմունք,Pimenter
Sojourner,Соджорнер,պանդուխտ,Séjourner
Swarm,Рой,Հերթ,Essaim
Stench,Вонь,Գարշահոտություն,Puanteur
Smattering,поверхностный,Խեղճ,Poignée
Slouch,Сутулость,Անփայլ,affalé
Stableman,Конюх,Կայուն մարդ,Homme d'écurie
Suspect,Подозревать,Կասկածյալ,Suspect
Surtout,Сюртаут,Surtout,Surtout
Stateroom,каюта,Ննջասենյակ,Cabine
Sin,Грех,Մեղք,Péché
Spat,Ссора,Թքել,Prise de bec
Swimsuit,Купальник,Լողազգեստ,Maillot de bain
Solid,Твердый,Պինդ,Solide
Successorship,Правопреемство,իրավահաջորդություն,Succession
Sentry,Часовой,Պահապան,Sentinelle
Specificity,Специфика,Կոնկրետություն,Spécificité
Superior,Начальство,Վերադաս,Supérieur
Spa,спа,Սպա,Spa
Sheep,Овец,Ոչխարներ,Le mouton
Shea,Ши,Շեյ,Karité
Statesmen,Государственные деятели,Պետական գործիչներ,Hommes d'État
Springtime,Весна,Գարուն,Printemps
Squaw,Скво,Squaw,Squaw
Squeal,Визг,Ճռռալ,Hurler
Stethoscope,Стетоскоп,Ստետոսկոպ,Stéthoscope
Seaside,Приморский,Ծովափնյա,Bord de mer
Sheet,Лист,Թերթիկ,Feuille
Stubble,Щетина,կոճղ,Chaume
Shipmate,Корабль,Նավի ընկեր,Compagnon de bord
Substratum,Субстрат,Ենթաշերտ,Substrat
Steady,Устойчивый,Կայուն,Constant
Smirk,Ухмылка,Ծիծաղել,Petit sourire satisfait
Slant,наклонный,Թեքություն,Incliner
Systemization,Систематизация,Համակարգավորում,Systématisation
Salubrity,здоровье,Առողջություն,Salubrité
Spoilage,порча,Փչացում,Détérioration
Statesmanship,Государственная мудрость,Պետականություն,Esprit d'État
Scrutiny,проверка,Քննություն,Examen minutieux
Superficiality,Поверхностность,Մակերեսայնություն,Caractère superficiel
Susceptibility,Восприимчивость,Զգայունություն,Susceptibilité
Stair,Лестница,Սանդուղք,Escalier
Subdivision,подразделение,Ստորաբաժանում,Subdivision
Second,Второй,Երկրորդ,Deuxième
Sweatband,Спортивная повязка,Քրտնաջան,Bandeau
Sieve,Сито,Մաղել,Tamis
Show,Показать,Ցուցադրում,Montrer
Spectre,Призрак,Spectre,Spectre
Sap,Сап,Փոս,Sève
Shrub,Кустарник,Թուփ,Arbuste
Superstructure,Надстройка,Վերնաշենք,Superstructure
Subtlety,тонкость,Նրբություն,Subtilité
Suzerainty,сюзеренитет,Սյուզերայնություն,Suzeraineté
Supervisor,Руководитель,Վերահսկող,Superviseur
Sandwich,Сэндвич,Սենդվիչ,Sandwich
Sneer,насмехаться,Ծիծաղել,Ricanement
Skewer,шампур,Շամփուր,Brochette
Shunt,Шунт,Շանթ,Shunter
Sedimentation,Седиментация,Նստվածք,Sédimentation
Suspension,Приостановка,Կասեցում,Suspension
Snobbery,Снобизм,Սնոբիզմ,Snobisme
Sister,Сестра,Քույր,Sœur
Siren,Сирена,Siren,Sirène
Sunshield,солнцезащитный козырек,Արևապաշտպան,Pare-soleil
Saami,саамы,Սաամի,Samis
Slumber,Сон,Քուն,Sommeil
Sidelight,Боковой свет,Կողքի լույս,Feu de position
Searchlight,Прожектор,Որոնող լույս,Projecteur
Slavery,Рабство,Ստրկություն,Esclavage
Sleep,Спать,Քնել,Dormir
Secrecy,Секретность,Գաղտնիություն,Secret
Salvation,Спасение,Փրկություն,Salut
Sociality,Социальность,Սոցիալականություն,Socialité
Shot,Выстрелил,Կրակոց,Tir
Sternum,Грудина,Կրծքավանդակը,Sternum
Spaceship,Космический корабль,Տիեզերանավ,Vaisseau spatial
Stardom,Звезда,Աստղային,Célébrité
Speedometer,Спидометр,Արագաչափ,Compteur de vitesse
Stall,Ларек,Տաղավար,Paralyser
Synchrony,Синхрония,Սինխրոնիա,Synchronie
Seller,Продавец,Վաճառող,Vendeur
Safeguard,Гарантия,Պաշտպանություն,Sauvegarde
Shank,хвостовик,Շանկ,Jarret
Supernaturalism,сверхъестественное,Գերբնականություն,Surnaturalisme
Spy,Шпион,Լրտես,Espionner
Seclusion,Уединение,Մեկուսություն,Isolement
Schism,Раскол,Շիզմա,Schisme
Saturation,Насыщенность,Հագեցվածություն,Saturation
Seashore,Берег моря,Ծովափ,Rivage
Santa,Санта,Ձմեռ պապ,Père Noël
Subordinate,подчиненный,ենթակա,Subalterne
Spatter,Брызги,Թրթռալ,Éclabousser
Sweater,Свитер,Սվիտեր,Pull
